utterance_id,text,emotion,valence,arousal,dominance
Ses04M_impro04_M002,": I-I'm not kidding.  I've tried everything.  Like I've gone to every business and local, you know,",angry,-0.5,0.16664999999999996,0.0
Ses04M_impro04_M003,": local business in- in the area and I can't- I can't get anything.  Like, nobody -",angry,-0.33335000000000004,0.16664999999999996,-0.33335000000000004
Ses04M_impro04_M004,": there's just like no jobs available.  I mean, it's just like, God.",neutral,-0.16664999999999996,0.0,-0.16664999999999996
Ses04M_impro04_M005,": Yeah, I tried that.  And there was like, yeah, like I did like one thing once.  But, like, that's not -- it doesn't last very long.  And it's not enough to live on.",angry,-0.16664999999999996,0.0,-0.16664999999999996
Ses04M_impro04_M006,": Yeah, I do.  I do.  You don't understand.",angry,-0.33335000000000004,0.33335000000000004,0.0
Ses04M_impro04_M007,: I- You don't understand. I don't have a job.  All- My job is to look for a job.  I don't do anything else.,angry,-0.5,0.16664999999999996,0.0
Ses04M_impro04_M008,": But, like, it's been years now and I just can't seem to get anything that really fits.  It's just it -- I -- it drives me absolutely insane.",angry,-0.5,0.16664999999999996,-0.16664999999999996
Ses04M_impro04_M009,": No, no, no, no, no.  I can't- I can't do that.  I can't, I- because if I'm not- if I'm not- if I'm not doing something that I love, then I can't -- I can't- I mean it's- what's the point?",angry,-0.16664999999999996,0.16664999999999996,0.0
Ses04M_impro04_M010,: I'm not choosing. I'm not-,angry,-0.5,0.5,0.16664999999999996
Ses04M_impro04_M011,": No, but I'm try- but like all the things that I-it's like I apply to all these places and none of them",angry,-0.33335000000000004,0.5,-0.33335000000000004
Ses04M_impro04_M012,": -- I mean, I don't understand.  It's like -- I mean, I feel like I'm qualified enough.  I just don't understand.  Like, I mean, it's just like a matter of circumstance, but it's been three years, you know, three years.",angry,-0.33335000000000004,0.33335000000000004,0.0
Ses04M_impro04_M013,: This is stupid.,angry,-0.66665,0.16664999999999996,-0.33335000000000004
Ses04M_impro04_M014,": You know what, this is your fault.",angry,-0.33335000000000004,0.0,0.33335000000000004
Ses04M_impro04_M015,: It's your fault 'cause -cause you always told me to- to do this and I did that instead.  And I didn't take your advice and - and- but you sort of were like were telling--,angry,0.5,0.0,0.16664999999999996
Ses04M_impro04_M016,": Yeah, exactly.",angry,0.5,0.16664999999999996,0.16664999999999996
Ses04M_impro04_M017,: Yeah.,angry,0.0,0.0,0.0
Ses04M_impro04_M018,: That's 'cause you always tell me to do the wrong thing.  And I thought this time it was -- I was gonna be right by going with the opposite thing. So it's your fault because,angry,0.5,0.0,-0.16664999999999996
Ses04M_impro04_M019,": -because you were always wrong and-and-and this time you were right. And-and I didn't -- yeah, that's why.",angry,0.5,0.16664999999999996,0.0
Ses04M_impro04_M020,": Well, I mean, it makes sense, doesn't it, hmm?",neutral,0.33335000000000004,0.0,-0.33335000000000004
Ses04M_impro04_M021,: That's not true.  I take responsibility for my own actions.,neutral,-0.16664999999999996,-0.16664999999999996,-0.33335000000000004
Ses04M_impro04_M022,: Yours.  I don't--,neutral,0.5,-0.5,-0.16664999999999996
Ses04M_impro05_F000,": Hi, how can I help you?",neutral,0.5,-0.5,-0.25
Ses04M_impro05_F001,: Mmhmm.,neutral,0.25,-0.5,-0.75
Ses04M_impro05_F002,: I'm sorry.,neutral,-0.25,-0.5,-0.5
Ses04M_impro05_F003,: Right.,neutral,0.0,-0.75,-0.75
Ses04M_impro05_F006,": Uh. Okay.  I -- first of all, I'm very sorry you lost your bag.",neutral,0.0,-0.5,-0.25
Ses04M_impro05_F007,": Um, but, actually, our policy is a fifty dollar",neutral,-0.25,-0.25,-0.25
Ses04M_impro05_F008,: refund--coverage of the bag that was lost. yes,neutral,0.0,-0.5,-0.25
Ses04M_impro05_F009,": That's our policy, sir.",neutral,0.0,-0.5,-0.25
Ses04M_impro05_F010,: I can't do that.,neutral,0.5,-0.5,-0.25
Ses04M_impro05_F012,: I'm very sorry.  I understand you're frustrated. You just got off of a flight.,angry,0.0,-0.5,0.0
Ses04M_impro05_F013,: We'll cover fifty.,neutral,0.0,-0.5,0.0
Ses04M_impro05_F014,: We only cover fifty do-,angry,0.0,-0.25,0.0
Ses04M_impro05_F015,: We only cover fifty dollars worth of lost items.,angry,0.25,-0.25,0.0
Ses04M_impro05_F016,: I'm very sorry.,angry,0.0,-0.25,0.0
Ses04M_impro05_F017,: I'm very sorry.  I understand you're upset.  You just got off a long flight.,neutral,0.0,0.0,-0.25
Ses04M_impro05_F018,: We really -- we want to work with you. We really -- we want to help.,angry,0.0,0.0,0.0
Ses04M_impro05_F019,: I understand that.  I would know if it was mine. Um-,neutral,0.0,-0.5,-0.25
Ses04M_impro05_F020,: But it's not.  It's yours.  I understand.,neutral,0.0,-0.25,-0.25
Ses04M_impro05_F021,: I know.  We want to work with you.  We will give you the fifty dollars but I'm--,angry,0.0,-0.25,-0.25
Ses04M_impro05_F022,": Yeah, we don't do that.  I can go ahead and send you--",angry,0.0,-0.25,-0.25
Ses04M_impro05_F023,": We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.",angry,0.25,0.0,0.0
Ses04M_impro05_F024,: No one can make the three check thing happen 'cause we don't do that.,angry,0.0,-0.5,0.0
Ses04M_impro05_F025,: I can write you the one check.,angry,0.0,-0.25,-0.25
Ses04M_impro05_F026,: All- all that my supervisor could do is the exact same thing that I'm offering to do.,angry,0.25,0.0,0.25
Ses04M_impro05_F027,": I'd be happy to give you a cup of coffee, too.",angry,0.0,-0.25,-0.25
Ses04M_impro05_F028,: We'll just throw that in--gratuitously.,angry,0.75,-0.25,0.0
Ses04M_impro05_F029,": No, I don't. See, I could lose my job if I did that.",angry,0.25,-0.25,0.0
Ses04M_impro05_F030,: And your bag is not my concern.,angry,0.25,-0.25,-0.25
Ses04M_impro05_F031,: The fifty dollars I'm going to give you for your bag is really all I'm concerned with.,angry,0.25,-0.5,0.0
Ses04M_impro05_F032,: I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,angry,0.0,-0.25,0.0
Ses04M_impro05_F033,: You can go ahead and go fill out the form. We'll look for your bag.,angry,0.0,-0.25,-0.25
Ses04M_impro05_F034,: Then that would be lying.,angry,0.0,-0.5,-0.25
Ses04M_impro05_F035,: I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.,angry,0.25,-0.25,0.25
Ses04M_impro05_F036,": I understand you're frustrated, but--",neutral,0.25,-0.5,0.0
Ses04M_impro05_F037,: I know. I understand it's personal-- It's personal to you. I get that.,neutral,0.0,0.0,0.0
Ses04M_impro05_F038,": But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey",angry,0.0,-0.25,0.0
Ses04M_impro05_F039,": And I'm looking forward to that.  However, I can't do that. I would lose my job.",angry,0.25,-0.25,-0.25
Ses04M_impro05_F040,": Oh, yes.",angry,0.5,-0.5,-0.25
Ses04M_impro05_F041,": I'm sorry, really.  But--",angry,0.0,-0.5,-0.25
Ses04M_impro05_F042,: That I'm sorry?,angry,0.25,0.0,-0.5
Ses04M_impro05_M000,": Yeah, hi.  Look--Um, okay.  Here's the thing.",angry,-0.25,-0.5,-0.5
Ses04M_impro05_M002,: lost my luggage. Your airline--,angry,-0.25,-0.5,-0.5
Ses04M_impro05_M003,": lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it.",angry,-0.5,0.0,0.0
Ses04M_impro05_M004,": It was lost.  I waited on the conveyor -- near the conveyor belt to see, you know, where -- then the baggage claim and see if it would- it would come out.",angry,-0.25,-0.25,0.0
Ses04M_impro05_M005,": Didn't come out.  I spoke to somebody, a local authority figure.",angry,-0.25,-0.25,0.0
Ses04M_impro05_M006,": And he told me to come to this desk here so I can, uh, at least get, uh, the hundred- hundred and fifty dollars that- that I'm owed for my loss.",angry,-0.25,-0.5,0.0
Ses04M_impro05_M007,: 'Cause that's roughly how much the bag plus all its contents was worth.,angry,-0.25,0.0,0.0
Ses04M_impro05_M008,: fifty dollars?,angry,-0.25,-0.25,0.25
Ses04M_impro05_M009,": fifty dollars. No way, no.",angry,-0.25,-0.25,0.0
Ses04M_impro05_M010,": I don't but the thing is, I don't care about your policy.",angry,0.0,-0.25,0.0
Ses04M_impro05_M011,: You understand?,angry,0.0,-0.25,0.25
Ses04M_impro05_M012,": What I want you to do is I want you to write three of those, as if I were three people.  Okay.  You can write -- you can just put my name on all --",angry,0.0,0.0,0.25
Ses04M_impro05_M013,: But what I'm telling you is that's what you're going to do.,angry,0.0,0.0,0.5
Ses04M_impro05_M014,": No, no, because, look, I don't care what your policy says.  I mean--",angry,0.0,0.0,0.25
Ses04M_impro05_M015,: You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,angry,0.0,0.0,0.5
Ses04M_impro05_M016,: You--,angry,-0.25,-0.5,-0.5
Ses04M_impro05_M017,: No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,angry,0.0,0.0,0.25
Ses04M_impro05_M018,": Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.",angry,0.25,0.25,0.0
Ses04M_impro05_M019,: And then that'll be that. It's going to be fine. Just-,angry,0.25,0.25,0.0
Ses04M_impro05_M021,": You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.",angry,-0.5,0.25,0.25
Ses04M_impro05_M022,": Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",angry,0.0,0.25,0.25
Ses04M_impro05_M024,: You- you- you- you're misunderstanding me.  You're going to do that.,angry,0.0,0.25,0.5
Ses04M_impro05_M025,": Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",angry,-0.5,0.25,0.25
Ses04M_impro05_M026,: but I need to speak to somebody who can make the three check thing happen.,angry,0.0,0.25,0.25
Ses04M_impro05_M027,": But what I'm talk -- but I'm just,just- please let me--",angry,-0.25,0.5,0.0
Ses04M_impro05_M028,: But if I could just speak directly -- if I could just speak directly to your-- to your superior person,angry,-0.25,0.25,0.25
Ses04M_impro05_M029,: then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,angry,0.0,0.25,0.5
Ses04M_impro05_M030,: But your job is not my concern. My concern is getting my luggage.,angry,0.0,-0.25,0.0
Ses04M_impro05_M031,": Look, I don't -- look, can we just not argue about this.  Like--",angry,-0.25,0.0,0.0
Ses04M_impro05_M032,: So what if- what if we- what if we do three forms,angry,0.0,0.0,0.0
Ses04M_impro05_M033,: with different names on them? That-,angry,0.25,0.0,0.0
Ses04M_impro05_M034,": but, no. See, 'cause",angry,0.25,0.0,0.0
Ses04M_impro05_M035,: if we have three forms then I can get the hundred and fifty.,angry,0.0,0.0,0.0
Ses04M_impro05_M036,": Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but",angry,-0.5,0.5,0.25
Ses04M_impro05_M037,": um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.",angry,0.25,0.0,0.25
Ses04M_impro05_M038,: Please.,angry,-0.25,0.25,0.25
Ses04M_impro05_M039,": I'm already calm. Okay, I'm calm. I'm calm.",angry,-0.5,0.25,0.25
Ses04M_impro05_M040,": Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.",angry,0.0,0.0,0.0
Ses04M_impro05_M041,: But that's not going to-- But you don't understand. You're looking forward to never seeing me again.,angry,0.0,0.0,0.0
Ses04M_impro05_M042,: But never seeing me again is not going to happen until you give me the three checks.,angry,-0.25,0.25,0.25
Ses04M_impro05_M043,: I don't -- I'm not- I'm not convinced.,angry,-0.25,0.0,-0.25
Ses04M_impro05_M044,": Yeah.  If you were really sorry, you'd give me the three checks.",angry,0.0,-0.25,-0.25
Ses04M_impro05_M045,": So why don't we just do that and stop this nonsense, hmm?  Hmm?",angry,0.0,0.0,0.25
Ses04M_impro01_F000,: Okay.  What's the problem?,neutral,0.0,-0.25,0.0
Ses04M_impro01_F001,": Okay, um.  Do you have your photo ID with you?",neutral,0.0,-0.25,0.25
Ses04M_impro01_F002,: Okay.  This is the wrong form.  I'm sorry.,neutral,0.0,-0.25,0.0
Ses04M_impro01_F003,": I don't have the form.  You're going to have to go get in that line over there and they will give you the right form.  And after you fill it out, you can bring it back to me.",angry,-0.25,0.25,0.25
Ses04M_impro01_F004,: I don't have any of,angry,-0.25,0.0,0.75
Ses04M_impro01_F005,: I don't have any of them over here.  You're gonna have to go get in that line over there.  And they will give you a copy of the form.,angry,-0.25,0.5,0.25
Ses04M_impro01_F006,": Nope, I don't. I don't have-",angry,-0.25,0.25,0.5
Ses04M_impro01_F007,": No, I can't. That's-",angry,-0.25,0.25,0.0
Ses04M_impro01_F008,: I'm sorry.  You have to do things the way you have to do things here.  We have rules.,angry,-0.5,0.25,0.5
Ses04M_impro01_F009,": Go get in that-- Sir-- Sir, there are people in line behind you. you need",angry,-0.5,0.25,0.25
Ses04M_impro01_F010,": I'm sorry.  I'm sorry you're having a hard time,",angry,-0.25,0.0,-0.25
Ses04M_impro01_F011,: but you're gonna have to go get in  that line to,angry,0.0,0.5,0.25
Ses04M_impro01_F012,: twenty bucks? Please. Go get in that line over there.,neutral,0.25,0.25,0.5
Ses04M_impro01_F013,": Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.",angry,-0.5,0.5,0.75
Ses04M_impro01_F014,": And you're gonna have to go wait again, because that's the line you need.",angry,-0.25,0.5,0.75
Ses04M_impro01_F015,: I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.,angry,-0.5,0.25,0.5
Ses04M_impro01_F016,: I can't do that.,angry,0.0,-0.25,0.0
Ses04M_impro01_F017,": I'm sorry, but I can't do that.",angry,-0.5,0.0,0.25
Ses04M_impro01_F018,: So go get in the other line or leave.  Or I will have you escorted out by security.,angry,-0.75,0.25,0.75
Ses04M_impro01_F019,: Would you like to be kicked out of the D.M.V.?  You don't think that'll be a little embarrassing?,angry,-0.5,0.25,0.5
Ses04M_impro01_F020,: The one you just came from.,angry,0.0,-0.25,0.0
Ses04M_impro01_F021,: Yeah.  Thank you.  Have a pleasant day.,angry,-0.5,0.25,0.5
Ses04M_impro01_M000,": Yeah, hi.  Um, look, I -- all I'm trying to do right now is renew my license plate.  That's all.  I just need to get one of those little stickers.",neutral,-0.25,0.25,0.25
Ses04M_impro01_M001,": And I've- I've- some lady -- I got in line.  I waited for about two hours um, and, I gave her this form",angry,-0.5,0.25,0.0
Ses04M_impro01_M002,": that she gave to me earlier. And she said oh, I gave you the wrong one by accident.  So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business.",angry,-0.25,0.0,0.25
Ses04M_impro01_M003,": Yes, I do.",neutral,0.0,0.0,0.0
Ses04M_impro01_M004,": This is -- okay, then just can I have the form that I need.",angry,-0.25,0.25,0.0
Ses04M_impro01_M005,: Don't you -- you don't have-,angry,-0.5,0.25,-0.25
Ses04M_impro01_M006,: are you telling me you don't have a stack of them behind the desk?,angry,-0.5,0.25,0.0
Ses04M_impro01_M007,": But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--",angry,-0.25,0.0,0.25
Ses04M_impro01_M008,: or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.,angry,-0.25,0.25,0.5
Ses04M_impro01_M009,": Look, can you please just-- --make this -- look, I look--",angry,-0.5,0.25,0.25
Ses04M_impro01_M010,: look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,angry,-0.75,0.5,0.25
Ses04M_impro01_M011,: What if I pay you money?,angry,-0.25,0.0,0.5
Ses04M_impro01_M012,": Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?",angry,0.0,0.25,0.25
Ses04M_impro01_M013,": Come on.  Will you please?  I just --I look, I  cannot-- --just if I --",angry,-0.75,0.0,0.0
Ses04M_impro01_M014,": I don't care, well- You're having a bad -- I just waited in line for two hours.",angry,-0.75,0.5,0.5
Ses04M_impro01_M016,: That's all I- I just- That's all i want you to-,angry,-0.25,0.5,0.25
Ses04M_impro01_M017,": Rules, you just have to grab a piece of paper behind from somebody's desk",angry,-0.75,0.75,0.75
Ses04M_impro01_M018,: It's not rocket science.,angry,-0.75,0.25,0.75
Ses04M_impro01_M019,": Come -- just, please, just grab the form.  It's right over there.",angry,-0.75,0.25,0.5
Ses04M_impro01_M021,: Why are you being such a bitch?,angry,-1.0,0.25,0.75
Ses04M_impro01_M022,": Please, will you please -- will you please just grab the form?",angry,-0.5,0.0,0.0
Ses04M_impro01_M023,": Fine, which line is it?",angry,-0.5,0.25,0.0
Ses04M_impro01_M024,": Okay, fine.  I'll go over there.  Thanks, a lot.  You've been really helpful.",angry,-0.75,0.25,0.5
Ses04F_impro08_F000,: Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?,happy,0.5,0.0,-0.25
Ses04F_impro08_F001,": Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.",neutral,0.5,-0.25,-0.25
Ses04F_impro08_F002,: Okay.  Well I'd be happy to-,neutral,0.0,-0.25,-0.25
Ses04F_impro08_F003,": Okay, sir.  I'd be happy to help you.",angry,-0.25,-0.25,-0.25
Ses04F_impro08_F004,": Sir, can- can you tell me which branch you went to.  We can start there.",neutral,0.0,-0.25,-0.25
Ses04F_impro08_F005,": Okay.  Um, and what was the complaint?",neutral,0.25,-0.25,-0.25
Ses04F_impro08_F006,": Can you be a little more specific, sir?",neutral,0.25,-0.25,-0.5
Ses04F_impro08_F007,": Did you try to take them back and get your order fixed, sir?",angry,0.25,-0.25,-0.25
Ses04F_impro08_F008,": Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",neutral,0.5,-0.25,-0.25
Ses04F_impro08_F009,": Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",neutral,0.5,0.0,-0.25
Ses04F_impro08_F010,": I understand, sir.  I will explain to them what the situa-",angry,0.0,0.0,0.0
Ses04F_impro08_F012,": Okay, sir.  They- they have to-",angry,0.0,-0.25,0.25
Ses04F_impro08_F013,: Sir.,angry,0.25,-0.25,0.25
Ses04F_impro08_F014,": Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.",angry,0.25,-0.25,0.0
Ses04F_impro08_F015,: Cindy?,angry,0.0,0.0,-0.25
Ses04F_impro08_F017,": Sir, I don't think my name is really relevant-",angry,0.25,0.0,-0.25
Ses04F_impro08_F018,": Alright, sir. Sir.  I'm going to transfer you to the address.",angry,0.0,0.25,0.0
Ses04F_impro08_F019,": Alright.  You know what, sir.  The customer is always right.",angry,0.25,-0.25,-0.25
Ses04F_impro08_F020,: I will go ahead and I will take- I will take,angry,0.25,0.25,0.25
Ses04F_impro08_F023,: But I'm giving you what you want.,angry,0.5,0.25,0.0
Ses04F_impro08_F024,": Okay.  If that's what you want, you want to go to the next person?",angry,0.5,-0.25,-0.25
Ses04F_impro08_F025,: Okay.  Great.,angry,0.5,0.0,0.0
Ses04F_impro08_M000,": Yeah, um.  I have been trying to reach somebody who will refund, uh, my money.",angry,-0.25,-0.25,0.0
Ses04F_impro08_M001,": Um, I basically, um I- I ordered some food",neutral,-0.25,-0.5,0.0
Ses04F_impro08_M002,: um and everything was pretty much uh- uh- just not done right. All the orders were messed up.,angry,-0.25,-0.5,0.0
Ses04F_impro08_M003,": Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others",angry,-0.25,-0.25,0.25
Ses04F_impro08_M005,": If you could just give me that, then I will leave you alone. And just- if i could also- What?",angry,-0.25,0.0,0.0
Ses04F_impro08_M007,: The food was prepared incorrectly.,angry,-0.25,0.0,0.25
Ses04F_impro08_M008,: I asked for no tomatoes.,angry,-0.25,0.0,0.0
Ses04F_impro08_M012,": It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",neutral,-0.25,-0.25,-0.25
Ses04F_impro08_M013,": Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",angry,-0.5,0.5,0.5
Ses04F_impro08_M014,": Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",angry,-0.5,0.75,0.5
Ses04F_impro08_M015,": and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",angry,-0.5,0.75,0.25
Ses04F_impro08_M016,: You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,angry,-0.5,0.75,0.75
Ses04F_impro08_M017,: You're not going to call the other operator. You're not going to call the the other operator.,angry,-0.5,0.25,0.75
Ses04F_impro08_M018,: You're going to fill out a form on your desk,angry,-0.25,0.25,0.75
Ses04F_impro08_M019,: because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,angry,-0.25,0.5,0.75
Ses04F_impro08_M020,: What's your name?,angry,-0.5,-0.5,0.25
Ses04F_impro08_M022,: Cindy?  Cindy what?,angry,-0.5,0.0,0.5
Ses04F_impro08_M023,": Cindy, look.  If you don't get your ass a piece of paper that has a check",angry,-0.75,0.5,0.75
Ses04F_impro08_M024,": attached to it and you don't send it to me, I'm going to get very upset.",angry,-0.5,0.5,0.5
Ses04F_impro08_M025,": You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",angry,-0.5,-0.25,0.0
Ses04F_impro08_M026,": Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.",angry,-0.25,-0.5,0.0
Ses04F_impro08_M027,: Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.,angry,-0.5,-0.25,0.0
Ses04F_impro08_M028,": of getting my sixteen dollars back. It fine, no honestly.",angry,-0.25,0.0,0.0
Ses04F_impro08_M029,": No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",angry,-0.5,0.0,0.0
Ses04F_impro08_M030,: No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,angry,-0.25,0.0,0.0
Ses04M_impro02_F002,: You're just going to pick up and leave me and our baby and miss a year of our lives?,angry,-0.5,0.5,-0.25
Ses04M_impro02_F005,": Do you want to -- do you want to leave us behind?  I mean, I don't understand why you have to do this.",angry,-0.5,0.25,0.25
Ses04M_impro02_F007,: Can't you ask them?  Can't you go back and ask them if you could -- I don't know if you could change  assignments or something and you could stay here?,angry,-0.75,0.25,-0.25
Ses04M_impro02_F008,": Why not?  You could, at least, try.  They have to understand",angry,-0.75,0.25,-0.25
Ses04M_impro02_F009,: You won't even know your child when you come back.  This -- isn't there someone you could talk to?,sad,-0.75,0.25,0.25
Ses04M_impro02_F010,: Explain the situation to them and then you can stay here.,angry,-0.5,0.25,0.0
Ses04M_impro02_F011,": And what happens if, at the end of that year, they ask you to stay longer?  Are you just going to agree?  Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?",angry,-0.5,0.75,0.25
Ses04M_impro02_F012,: Then why do you have to go a year at all?,angry,-0.5,0.25,0.0
Ses04M_impro02_F013,: Well unagree.  Tell them that you can't leave right now.  I can't do this by myself.  I can't do this without you.,angry,-0.5,0.5,0.0
Ses04M_impro02_F016,": There has to be something.  I mean, we can't just live with this.  It's not -- it just won't work this way.",angry,-1.0,0.25,0.0
Ses04M_impro02_F017,: Just tell them no.,angry,-0.75,0.5,-0.5
Ses04M_impro02_F018,": Then, can't you please try something?  If you go and ask them and they say no, then I would understand, but you're not even willing to ask.",angry,-0.75,0.0,0.25
Ses04M_impro02_F019,: Can't you just make an effort?  Can't you just try?,angry,-0.5,0.25,-0.25
Ses04M_impro02_F020,: When do you leave?,sad,-0.5,-0.75,-0.75
Ses04M_impro02_F021,: A week.  You're giving me a week to be okay with this.,angry,-0.75,-0.25,0.0
Ses04M_impro02_F022,: Well it doesn't seem like you're that bothered by it.,angry,-0.75,0.25,0.0
Ses04M_impro02_F023,": If you really cared so much, you'd find a way out.",angry,-0.75,-0.25,-0.25
Ses04M_impro02_F025,": It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go.",angry,-0.25,0.0,0.5
Ses04M_impro02_F027,": I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.",angry,-0.5,0.75,0.25
Ses04M_impro02_F028,: You're not really giving me a lot of options.,angry,-0.5,0.25,0.25
Ses04M_impro02_F029,: But I'm supposed to be okay with you going there.,angry,-0.5,0.5,0.25
Ses04M_impro02_M000,: It's only going to be a year.,sad,-0.25,-0.5,-0.75
Ses04M_impro02_M002,: There's nothing I --,angry,-0.5,0.0,-0.5
Ses04M_impro02_M003,": It's -- look, it's only a year.  It'll go by quickly.  Okay.",angry,-0.5,-0.5,-0.25
Ses04M_impro02_M004,": I know, but I'll be back then.  And - and- and we'll have -- we have the rest of our lives.",angry,-0.5,-0.25,-0.5
Ses04M_impro02_M005,: I can't do that.  I have to go.,angry,-0.5,-0.5,-0.25
Ses04M_impro02_M006,: I've made a pledge.  I can't not do this at this point.,angry,-0.25,-0.25,0.25
Ses04M_impro02_M007,: I know that. I know that. I know that.,angry,-0.5,0.25,0.0
Ses04M_impro02_M008,": There's nothing I can do.  I mean, I have to go.",neutral,-0.5,-0.25,-0.25
Ses04M_impro02_M009,": And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back.",angry,-0.25,0.0,-0.5
Ses04M_impro02_M010,: It's not- it's not- It's not like that.  It's not like that.  I can't do that.,angry,-0.25,-0.25,-0.25
Ses04M_impro02_M011,: Because it's impossible.  There's -- I just can't.  I can't.,angry,-0.25,0.25,0.25
Ses04M_impro02_M012,": Look, honey, it's- it's- it's only going to be a year.",angry,-0.5,0.0,-0.25
Ses04M_impro02_M013,: It's only going to be a year. I'm not going to miss my son's entire life.,angry,-0.25,0.25,0.25
Ses04M_impro02_M014,: I'm not going to stay more than a year.  I've  agreed to a year,angry,-0.25,-0.5,-0.25
Ses04M_impro02_M015,: Because I've already agreed to that.,angry,-0.25,0.25,-0.25
Ses04M_impro02_M016,": Yes, you can.  Yes, you can.  You know you can.  You're a strong person.",angry,-0.25,0.0,0.0
Ses04M_impro02_M017,: It is. It is. It is. It is. I'm going to write you every day.,angry,-0.25,0.25,0.25
Ses04M_impro02_M018,: What else can we do?  I -- we don't have a choice in this.  Do you understand?  You can't come with me and I can't stay here.  That's all there is to it.,angry,-0.5,0.0,0.25
Ses04M_impro02_M019,: We don't have a choice.  I have to do this.,angry,-0.25,-0.5,0.0
Ses04M_impro02_M020,": I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay.",angry,-0.25,-0.5,-0.5
Ses04M_impro02_M021,": I mean, I don't want to -- I don't want to leave.  I want to stay here with you.",angry,-0.25,0.0,-0.25
Ses04M_impro02_M022,: I've asked already.  I can't go back.,angry,-0.25,0.0,0.0
Ses04M_impro02_M023,": It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.",angry,-0.25,-0.25,0.0
Ses04M_impro02_M024,: Next week.,angry,-0.75,-0.5,-1.0
Ses04M_impro02_M025,": You can't make it out like I'm happy about this.  I mean, I didn't -- I didn't want to put you in this situation.",angry,-0.5,0.0,-0.25
Ses04M_impro02_M026,": I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation.",angry,-0.25,0.25,0.0
Ses04M_impro02_M027,: There's nothing I can do.  I-- I,angry,-0.25,-0.25,-0.25
Ses04M_impro02_M028,: They won't let you come along.  It's not going to happen.,angry,-0.75,-0.25,-0.25
