utterance_id,valence,arousal,dominance,emotion,text,audio_features,audio_waveform
Ses02M_impro07_M018,0.25,0.0,0.0,happy,: What?,"[0.12796165043099475, -1.2832134219289133, 0.688346287822966, -1.347129326353455, -2.874976170756934, -0.10650444504468262, -1.1707483830155478, -0.6077239661731753, -0.43227031608152455, 2.0565636768993607]","[0.950229687678506, -1.1514967041049124, 1.430718583445939, -0.094473401426347, 1.267139551550491, -0.9628722221701348, 0.10331437890412029, -0.02188944710605261, 0.14665177350918718, 0.9017236828193855, 1.370430550930968, -0.5635944801940885, 0.8634321552868429, -1.8342755667957729, 0.6802046920437043, -0.1934498454464745, 0.8161717118706727, 0.7234894729401307, 1.538554768496254, 0.707666819914019, -0.6116143314723065, -0.05590052277317754, -0.7883603810465961, 1.20370216067165, 0.3375540554414096, 0.06537430473630242, -0.6199696044527402, 0.5827836278913051, 1.2674991963297295, 0.7509435937229537, 0.7707166701425028, -1.3829766195627424, -1.0562980933191908, 1.9695322537605136, -0.5430406641297285, -0.9614640059981164, -0.23084286824675845, 0.1614809336707594, 1.8872660411040598, 1.0989008765008679, 3.3240154494054615, 1.1428266696889797, -0.8945060950276683, 0.15242557600263276, 0.24739547273179305, 1.5479166220704823, 1.2400501839341767, -0.5381194767142521, -0.3656957469973292, -0.418897204701977, 1.437559462062289, 0.6176567606617825, 1.8709018735525398, 0.5935296945697329, -2.7496686728740776, -1.077698423057789, -1.3146063011853866, 1.0677341984418918, -0.6896222366109426, 2.717867441970041, 0.1047076219617708, -0.1380614052595147, -0.9281195793571015, -0.19753261281841392, -0.7026582917278521, 0.29578000044098063, 1.650117148257888, -0.342389710121703, -0.4983306140395211, 0.40377202965408676, -0.18751793344131829, -1.3361087896923238, 1.105522047341176, 0.3506030873002421, -0.4243937188635278, -1.079598438000145, 0.6041624651511666, 0.8688086082753005, -0.031377331935460086, 0.489221652168745, -0.3015398674186186, 0.30034071977560695, -0.6191940513361012, -1.3169447563325303, 1.0801799391563147, 0.02502187518122649, -0.6386027787775168, -0.9662372707340571, -0.23630983478544468, 0.28076344631489225, -1.155947110185523, 0.10393820368350482, -0.7041057415443152, -0.6730939196822835, -0.2862897205863336, -0.05996942231214521, -0.5472435683413592, 0.20637922267054154, -0.49038746658691235, -1.6512379248167537]"
Ses02M_impro05_M016,-0.5,0.5,0.5,angry,": Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-","[-0.7741161262211781, 0.7844611509038284, 0.591387812123738, 0.671015416859204, 0.06343947499216313, -0.7291445922155183, -0.8553694886991533, 0.261186958934854, -0.5898455549668926, 1.7789989165902256]","[0.9389362758646345, 2.0603702127656054, 1.1133959855566375, 0.025135604840231873, -0.6180677281496773, -1.3396714732841266, 0.9540141278563601, -0.18106957562310255, -0.7012069749950063, 0.1490941281659519, -1.5657717403763294, 2.064018909071421, -0.3376507124337953, -1.8461860255779907, 0.6093091457288315, -1.1521970186619896, -0.15387968273042826, 0.39972354315422576, -1.5182254561190198, -0.18485778190372518, 0.2190196414972064, 0.6852233339272739, -1.364404979752886, 0.7251175049408688, -0.17048101502621696, -0.6582028066038073, -0.98357775923514, 0.37136178238256884, 0.4585495655066702, -0.06562650661049871, 0.648846175206238, 0.7460590712208781, 0.47153012446413733, -0.6887750065226242, 2.1027008735957113, 0.29058801441075643, 0.6565037663842674, -0.39073273781594864, 0.3671956262870334, -2.325277848128168, 0.21280171001170609, 1.9619152382473375, -0.754611236414932, -0.6766225333183283, 0.27475076073842486, 2.159593098035845, -0.7866590442982687, -0.7232208423959136, -0.7675916439150827, 0.37135951015198987, -0.3403262788701283, 1.2319961836929172, 0.07708143546243347, -1.3345518534240852, -0.21630132143637754, -1.4607815999027585, 0.6639366181634572, -0.25391239962784523, -0.26543607458047425, 0.41800909193068103, 0.9196301444069986, 0.5843489346672611, -2.1300707623438386, -1.0549634701216843, -0.14050084944187702, -0.48826337936536407, 1.5193524432885837, -0.986128060746364, 0.044421756687458375, -0.005264295496680012, -1.0500001665277074, 0.182053389338056, -0.12593084513568284, 0.368688667997513, 1.1192437870524525, -0.06318245851107541, 1.5997887042205199, 0.9197911378094511, 0.9579118338357194, 0.9043749086456225, -0.14987639351515739, -0.20691014966946839, 1.272238289146186, -0.1254998496240944, 0.6518648563412077, 1.3813691793315406, -0.5058550784396636, 0.34819068974048106, -0.07210161344628147, 1.1789296109200527, 1.8263635628768, 0.36397719069525714, 1.7099637704223982, 0.6923530185967708, -0.1528785936552885, 1.3234161481628377, -0.08318120722059437, -0.949927986308144, 0.47199577900188283, 0.1653866400864246]"
Ses04F_impro05_M020,-0.25,-0.25,0.0,angry,: Ma'am.,"[-1.5604998176299443, 1.3933831226927338, -0.6337226499963879, -0.7456789598729188, 0.09082219143107637, -0.05115033066468969, -1.5223792621066483, 0.14938567507784858, 0.25262532120006753, -0.713842030107094]","[-0.9139723793520452, 0.13603147376308417, -1.0621505807906717, -1.077863787731369, 0.18599193539374478, -0.396207742624392, -1.9068802730143857, 0.14345173523662727, -0.125443684386474, -0.4937023471256704, -1.1070624987899202, 0.7904410533170166, -0.010946475685015227, 1.1914602898969107, 0.2078415864180331, -0.2948343626146182, 2.049654594181211, 1.6528714307344186, -1.1600953330167059, 0.7029014469681985, -0.6660945668580195, 0.1060133442729328, -0.3698189756758838, 0.22861311702988757, 0.18674255256752006, -2.278652497410117, -0.6359701924308635, 0.6784783878579843, -0.8620683277495931, 1.058444647191852, -0.01932171667899271, -0.05491893179765583, -0.15401092033189198, -0.05566204064590889, -0.9932485929153176, 0.8917653766785949, 0.7377059606284321, 1.004934007603615, 0.3861487412817129, -1.1055426242198134, -0.6183653263790386, -0.7380673347270781, 0.8505273463103906, -0.5976041063731611, 0.69345306410294, -0.9455722985842955, -1.719853285668376, 0.12845754989714042, -0.7483123170327068, -2.5648151527708407, 0.5940131658854423, 0.7332999495565982, 0.10438889197868914, 1.4980481990271994, 0.5685580638538786, -1.4426999718199063, 0.5283977040860185, -0.36541099211887895, -0.17846638807726725, 0.8376472345761847, 0.21737553706614005, -0.33018073733768905, 1.0220548098856208, 0.21685897529759804, -1.837195971690655, 0.005282962392480128, -1.4780185062817663, -2.0954977454754866, 0.3088314412977603, 0.517694174799555, -0.3831017697074121, 0.7327850060645185, -1.166920712471498, 1.3163844751544203, -0.5459291960689935, -1.7688354269921456, -0.8300912137025577, 0.2532292115156039, 1.171013367496962, 2.519265628091074, 1.2220093985687697, -0.13289297689856647, -0.7291582614692191, -1.9632726396075175, 0.8215330012999545, -0.049232345390986726, 0.05559653005327373, -0.6742359668989563, -0.10660925939336403, 0.39401382618247505, -0.6771101348199304, -0.14183183078518946, -0.28269835901743967, -1.1135551431761272, 1.1497794818432523, 1.9370851114994783, 0.009713254866135574, -0.5462519631008488, -0.2944059085703012, -1.106478414444711]"
Ses05F_impro05_M040,-0.25,-0.25,0.0,neutral,: makes up?,"[-1.4808047307976504, 1.9067837014205449, 0.2610522615285594, 0.3729534141178337, 1.1976063810875512, 0.7724868888556309, -1.4868409217274186, -0.9845035492752127, -0.19430064621447932, -0.3330796013253687]","[-0.07579630274884644, 0.15184134949409772, -0.6803313192519275, -0.2838078465665191, 1.171214879092381, -0.8836116714240795, 0.4267782812724056, -0.09935447614131455, -0.33762833177911805, 0.14020371126755912, 0.8987527349105656, 0.6272717509180095, -0.3611039332668413, -0.2523457310998644, -0.5801841409061058, 0.5783984502637433, 2.2206041017807463, 0.6277766698341295, -0.37983164519776186, 1.2930941624332415, 0.38775957649540754, 0.882559190220334, 0.5050395046523126, 0.4780864055707514, -0.5165846524587638, -1.4311819624165987, 0.3103950937875054, -0.7617870758543508, 1.0080264984873393, -0.22019487344767066, 2.4451282726750403, -0.8884551813793254, 0.49506745311288775, 0.13691147107074686, 0.44638200445722614, -0.6790575214642461, -0.5919302289686162, -0.2971884479080587, -2.0459887408457087, -0.7341627927449291, -0.08609254149244173, -0.7804158246432955, 1.0708827058637334, 1.0362827597742574, 0.3818134212326222, -0.8419685835640263, -0.677811526296596, 1.7531101658211283, -1.3833048127113872, 0.24536242605394132, 0.7132105281535226, -0.6303914535375799, 0.8484951653631421, -0.7647483541756886, 0.4743006137949564, -1.1365800941138895, 1.021064678938221, -1.1141395387803334, -1.1253767420543817, -1.9153322914662694, 0.39488544302843737, -0.3538894145586289, -0.3266365552808085, 0.9049479033843975, 1.4015857899932265, -0.2862978093372034, -0.07777456248166265, -1.6123584672866822, 0.7028622986257184, -0.34765249625922007, 1.0280632533621359, 0.5345950352336458, -2.523386680983756, -1.0058648857017607, -0.535655880720483, 1.3115228939072154, 0.9005370951030764, 0.31286628846809406, -0.26140103576426216, 0.5663270325037499, 1.2068690603584191, 0.4298117504534226, 0.6189141343072274, -0.06412812270853419, -0.28289732584371785, -0.9636673045267592, -0.6322420394141626, 0.20002201198565478, 0.7806260855887501, -0.1767863213747824, 1.537944782690321, -1.0372804063605343, -0.06603551988845889, 0.8612198912806835, 0.879939748760806, -0.21923924685210522, -1.6402746569495195, -0.5202822328518943, 0.12335007302434534, -1.2199405646926875]"
Ses05F_impro02_F021,-0.75,0.25,-0.75,sad,: I don't think there's anything we can do.,"[-1.6600335518632812, -1.198014484262922, -0.5874314566644634, -0.11899517573096734, -0.9535109962900997, -1.0584687549401848, -0.002030359557016917, -0.267817452967686, 0.5263689994269937, 0.9413910937759824]","[2.5474746687216725, 0.36344403601956005, 0.2607564490229173, 2.796323801662911, -0.0769141309999803, -0.7907733919695067, -2.182917987776866, 0.32613716755443045, 0.6068172629909523, 1.5778117301572658, 2.1804797544252104, -0.7968799479432667, 1.3913715382397698, 0.2406009062731464, 0.25090072351450954, -0.409722686928605, 1.133152555090948, -0.055255980283070646, 0.7890682224713819, -1.0003894032152174, -1.1928511439937652, -1.3850693731590367, 0.4672565917736439, -0.8972450055739026, 0.6744732757479565, 0.5949139060512285, 0.09844339848504, 0.9340974979545794, -0.9005096045570751, 0.49502599974984746, -2.1165128854228503, -0.24754951701930636, -0.21131419441897678, 1.4077996208617878, -1.332575269207446, -0.16006087981738795, 0.5459490313622253, -0.47394719451367723, 0.8364375030098523, -1.5858633160783784, -0.2140852604297, -0.5482279439451169, 0.05101651722461718, -0.21656215056396763, -0.10285142227826333, 0.29575741983545756, 0.898151715786273, 1.379444940533499, 2.608237672438251, -0.8777551033956233, -0.6494059622607624, 0.5527098988494932, -0.8059811461132074, -0.9072710793733757, 0.9484790678615465, 0.10281886408571737, 0.8258421464507218, -0.3203107554118996, 0.7031840274287884, -0.3937749884223844, 1.4965357556096046, -0.06323248056219964, 1.44929639614582, 0.2245573414020666, -1.4817382358256783, -0.523349167381218, 0.120304563244084, 1.23070725807732, -0.4129494673458893, -1.8024479341719672, -0.28374478866640707, -0.28752729235954205, 0.5454411240297872, -1.0029258321235845, 1.575305045598636, 0.9868925700773162, -1.271773891880235, -0.4884878640211513, -0.19989269741445934, 1.3679211847482453, -0.08633005131053641, -0.312602886253866, -2.098236309777039, -0.7347388756031964, 0.5660622445457708, 0.08233045966305905, 2.5005100635042004, -1.2354069336042912, -0.303493463069385, 0.6369134968972283, -0.3232758597394103, -2.091663315088639, -0.8208961088483534, -1.7149897266137546, -0.3572012120416283, -0.3567037507417334, 0.007133854590412577, 0.7500912428641677, 0.6410061330094202, 0.4107404394278248]"
Ses01F_impro05_M027,-0.25,-0.25,-0.5,neutral,: With the amount of--,"[0.4951277297280899, -0.4673266641480074, -0.4250977212508229, -1.2985733101179897, -0.25018398779349843, 1.791379228608183, -1.3429356123640381, 1.0972728173689505, -0.16647394199147594, 1.1264294613551098]","[0.6320475323451569, 0.848682708667211, -1.0641784617320755, -0.4028979724329054, 2.914877652816541, -0.7230208475799009, 1.4220782760052397, 0.44982388489484315, -2.286440038596449, 0.16848017732482176, -0.19262321913180885, -1.1372894040982486, 1.6135932893888447, -1.879389790984185, -0.11571749294192218, 0.5963904837039169, -0.7371146852460441, 0.008056552921915563, -0.032752520825713095, 1.8181738484679624, -0.41835905108684424, 1.1593124911108537, 0.6466787087087693, 0.4860329571292102, -1.6160859914120076, -0.8200135473784912, -1.4168191989367291, 0.33480063105889707, 1.55462475743774, 0.3873840582164807, -0.5039075879867159, -0.24174670234780518, 1.3557366111626945, 1.5317606075319743, 0.11681164151859598, -0.5726743807587319, 0.9839405953861101, 0.1012542573885836, 0.008342577761380249, 0.6993030811874731, 0.03166103448752631, 0.7544627591406046, -0.6586224034008902, 0.21642722698195802, 0.562159853050131, 0.3448161876731738, 1.2094190847239943, 2.074522919607551, 0.6814544181598149, -0.6268121547043336, -0.1171310969688466, -1.3238205909899294, 0.4811561432289626, -2.7989306718616906, -0.596280095096342, 0.23439076564090425, 0.1682429367981347, 0.8107607807724437, 0.1662522384145538, -0.339042536268468, 0.5015855198122997, -1.6794691661592496, 2.1946409990710065, -0.9519905916986706, -1.319486935413481, 0.27600601889244714, 0.39388550820501134, 0.7001616404538372, -0.06451688161383237, -0.8174783221278563, -0.14470500017270874, -0.15692816339687346, 1.39780060876951, -0.2804403766347672, 0.42481149898663034, -0.38376696818845174, -0.33998624528998767, -0.017090088573952042, 0.5172140762039443, 0.5018783040828066, 0.3223294045816903, 1.2835338141404475, 2.0471765533257775, 0.10329476990134745, 0.5030417653089665, -0.6912491929524586, 1.887751450322026, -0.30594030940914746, 1.1200058318823163, -0.7492178022596336, -3.8276738899080134, -0.14085866044285605, 0.11923460860855103, 1.3992008878128874, 0.768364932017291, -1.1482193052562248, 0.30251454181880183, 0.4501848371508209, 0.6101668575086495, 1.3554998174312751]"
Ses05M_impro05_F021,0.6666500000000002,0.1666499999999999,-0.5,neutral,: [LAUGHTER] Okay.  Hold on.,"[-1.9168398991896611, 0.035787819595335044, 1.019312652858928, -0.06615747553395204, -0.07713467235906787, -0.3987170777131761, -1.2166626563211727, -1.679983582106636, -0.38458601351373267, 0.8145053756561482]","[0.16023474011717104, 1.6380662272280975, 1.2700089598640976, -0.8107767368832526, -0.7348227518276461, -0.05584434111585956, 1.0964322954568366, 0.08808133508007403, 0.6987287511808641, 0.13048859607297536, -1.0485281916220373, -2.0359935823072175, -0.23299366701031785, -1.2610385201695948, 1.5407809468010836, 1.486819983624872, 0.314205926511122, -0.10702620628565618, -0.4187182598697236, 1.8285369906889537, -0.4430985673618019, -0.9664030056986236, 1.1070447700843262, 0.10413128424848993, 2.0316273455751825, -0.5152779495681208, 0.5018819058570777, 0.12591870394631186, -0.056980199171011055, -1.0889394283197384, -0.40467398721801595, -0.760035191091141, -0.7632754169661727, 0.20335433356241578, 0.6196784506571313, -0.22416080695308177, -0.6717065940064952, 0.1629125350303867, 0.9845637812155371, -0.7471601092062758, 0.6886412110277208, -0.34200858440253684, 1.2964122792894286, 0.6949835227896811, 1.0628624953089392, 0.7269221733769711, -1.6508664365179877, 0.6420436200659273, 0.30478100170572464, -2.7930652731162504, 0.042449173061901074, 0.6929885550124294, -0.9026006093625967, 0.4936083020998842, -1.4936114905657494, -0.523879250338235, -1.1193506385716627, 1.7569715489608448, 1.371952736575753, 1.9978845777714485, 1.4793411041612452, -0.4230866886459107, 0.2789400512151572, -0.497448037332576, 0.020275324551358772, -0.42268700725863034, 1.3368793957625806, -0.7240470311103165, -0.8554946493536232, 1.1694923647309023, 0.4360450795198299, -0.3649133165096264, 0.7907860808800019, 0.9344062549026227, 1.0667101299799626, 0.2999567756928992, -0.7984722375286437, 2.2631852331998985, 0.08699244204377561, -0.5585571001869353, 2.7067676527559157, 0.17970308304927185, 0.15037697141435408, -0.13554890458502322, 1.3825220017620798, 0.8282483589202208, 1.2747515082509597, 0.5799087680112736, 1.0971139290234737, -0.1894407167478016, -0.28665555272250154, -0.08537103247109282, -0.11358041857081384, -2.129343472787985, 0.1254097699987498, 1.7238244939110736, -0.83220604800731, 0.6025931555281495, 0.6627766761588928, 0.8821394316964798]"
Ses04F_impro08_F001,0.5,-0.25,-0.25,neutral,": Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.","[0.01936869825287326, 2.1492156144367183, -0.49886524374370916, 1.0527716349916478, -0.11428689221927392, -0.35382618296987955, -0.23693212601909464, 2.8318488292057125, 0.2880332569989623, -1.491477815680162]","[-1.1039269876528572, -2.074807553463417, 1.2035742201803556, 0.3018840537999443, 0.5448037464945147, 1.4065528071711562, -2.708328039080846, -1.4224923153158822, 0.14079906233735376, 1.3353746501121662, 0.8469985258459153, 0.5196370634033669, -0.47858732683486227, -1.3921750504450998, 0.9630556529036555, 0.4365588831081597, 0.50946546386245, -0.40109984848017904, 0.9896733631975608, 2.0270646024013876, -1.1725422373278922, -0.3766638345511208, 0.9802809034688681, 0.6065650644679454, 0.5149121386795451, -0.16680376007146422, 0.70966822116695, 0.3356699057983524, -1.0967436136160602, -0.9557126361663242, -0.11149181359056569, -1.508787564870141, 0.31275778802701815, 1.132956802754696, -0.12832780924874226, -1.088673530400051, -1.0750802955898333, 1.531752387749513, -0.4484836076521407, 0.680217430521615, -0.36818348947085766, -1.6991458858053903, -0.6867951272172655, 0.7104484137264924, 1.7705612001062234, 1.3511767563632908, -0.7121269093405672, -0.01955874099743938, -0.14336544833614154, -0.07725445530769953, -1.7448116928214976, 2.1619879797884085, -0.6381187185895565, 1.2893646861032126, 0.20354710846805554, 0.22286458622813446, 0.43600240824806336, 0.0648218511936622, -0.2540323828392969, -0.09001523413659386, -0.7034827898987205, 0.9224034853721038, 0.188826142897524, 0.5217094903617249, -0.5717566167160221, 0.5226920330480446, -1.7363205639338093, -1.3503333843882341, 0.40521176298878775, -1.89860495310854, 0.23080795488010009, 1.194299536585528, 2.345757937205443, 0.010303305050923216, 0.4372723001229452, 1.8082495277437423, -0.4392281385431106, 0.37431159868046443, 1.2025625939133255, 2.52939121951585, 0.2375053438770231, -0.6812507453993176, 0.43044834324290315, 0.0639774821429355, 0.7722384154706494, -3.020624501651996, 0.27723659034262627, 0.8310849119144428, 1.1279587668553273, 1.2692796135535875, -0.3909728060011573, -0.5450708353261984, -0.616539047802863, 0.5903840880007328, -0.08683944277154479, -0.6379740464256538, -0.026994265772066782, 0.3747026682283411, -0.7325951505345636, -0.02664667592535384]"
Ses04F_impro03_F016,0.75,0.5,0.25,happy,: Yeah?,"[0.19380035684326685, 0.8416135707536897, 0.7249681777858017, 0.5909632225384815, -0.34899275330778706, -0.5204979331907766, -1.2398679991450687, 0.5943077331538908, -0.5083457846512197, 0.40553460897761845]","[0.2162183913143395, 0.5872239696892523, -0.21765320726323306, 0.5406253051566906, -0.44448642826097584, 1.1507920275089152, 0.3686130513370957, -0.17641200202601148, 1.698942743075359, -0.661672280783153, -1.0028310894970578, 0.5038109895145481, 0.35081621541876873, 0.37348046468599655, 0.08537297015135256, -1.5788646403883722, -1.1617195648417136, 0.5727471060628291, 1.3065038957747281, 1.249155632398215, 0.7718922819050458, -0.13841274836202383, 0.5794633118373419, -1.5824959899640854, 1.583135455259147, 0.1733453728102888, 0.19975987394263406, 0.5187030669302514, -1.358832559571314, -1.0164124016056046, -1.109904198934349, -2.107506471531688, 0.7057469454724986, 0.6706040254852504, -1.8386226994581374, 0.4423110295980319, 0.01767232912164828, 0.8202288928576504, -0.8327999150405869, -1.8370279047236489, 0.4927000523840852, -0.18917575119871377, 0.15336372198329049, 0.36180656249091575, 0.22889704098689592, -1.4220892868952735, 0.2877359072782713, 0.6067255198271986, 0.3819103044133034, -0.6376885308717687, 0.19777704336880794, 1.538682334130652, 1.6284373121868672, 1.3757479844035008, 1.297427961017256, -0.48676235020867714, -0.7074381619214538, -0.3758443322293152, 1.1631538294771406, 0.16313644035341862, 1.4947392514952058, -1.1570372573268417, 0.2796717797045052, -1.6940216582329009, 0.18015118308247097, -0.06432851114494932, -1.1752930290077082, 0.736876690256862, 0.6307468422626215, 0.49474644985072175, 1.0275978133529164, 0.09801902312753959, -1.0807119128950207, -0.5561893813405834, -2.257466906454979, -0.39166802488221747, 0.23858046630094562, -1.3884683028788551, -1.7939061690227762, -0.804601893498792, -0.21628072605696197, 0.7114206477866184, -0.2977180106706815, 2.0008288816007447, 2.5504572609086145, 1.5222587784766244, -1.1192627630631742, 0.2393614253507915, 0.2417520049882057, 2.1007486164696467, 0.7957302879919297, -0.8696556846670075, 0.7243971827495923, -0.3994876114222256, 0.07588124432737105, 0.9909108816376844, -0.429726868389591, -1.0684258952490093, 0.41303381301786735, -0.1925967746381009]"
Ses04F_impro03_M040,0.5,-0.25,0.5,happy,: Wow.  I just- I- I- I feel like I'm going to faint.,"[0.8287759963052287, 0.7779949610693901, 1.0400424110559028, -0.25107335430964683, -0.9539689004640615, 0.41608152076676813, -0.37047443113780115, 0.34972531796056583, -1.2753784384065041, 0.8279123075076336]","[0.49915131580705974, 0.8927664443075385, 0.5698831189289285, -1.8655496632235615, -0.10669571064587652, 0.7157641062889392, 1.7663241357470443, 0.510028339314054, 0.6388943254244795, 0.26809735230352655, -0.07994176930919039, -0.12829313031477502, 0.49610736015608603, 0.4810370535586408, -1.2669432706763037, 2.2264306954358437, -0.34499409903793543, -1.5804642126492725, -1.3160747160977144, -2.401469966745483, -0.1352844338087913, 0.027752088448019557, -0.39326146897372755, 2.2187157513431734, -0.14284610374084472, 2.0390658580713725, -0.6954112673798234, -0.1945974310666413, -0.04963342235332063, 1.412812871308704, -0.9800303365712372, 0.6040211547911242, -1.7941277987371629, 0.7575915805440505, 0.45414204580733786, -0.10828961492446906, -0.9976236040963966, 1.4628594403879134, -1.3116649119361896, 0.12719291093914856, -1.0935844568847801, -1.0364021294658676, 1.695952122739257, 0.8672071932558688, -0.4802838732531343, -0.13804048849220588, -1.2400485582358791, 0.9992923256354188, 0.0427350805672133, 0.6947672394526331, 0.6040070602204622, 0.5271078793092877, 0.5444554891104045, 1.0670866973610131, -0.23170190795702345, 0.502709258533937, -0.10013848764042928, -0.5593394364494652, 0.6506756834911487, -1.1206702422742936, -2.3741708854439474, 0.8288846468039449, 0.4898978113217825, 1.2098198065287111, 0.45750743509823394, -1.3479916263643315, 2.111475811623478, 1.8889167578812718, 2.0915758708192795, 0.6592159455356289, -1.349502713772535, 1.3013997292885287, 0.7357789597366252, -0.7520278663442732, -1.382356054638857, -1.2535887750656391, -0.7688453062527838, 0.35254114365840483, -1.7247651175719798, -0.6796100596824779, -0.31332951904297085, -1.2829278740711447, 0.8144134163474511, -2.097578159413564, 0.1389065111241382, 0.7869372790798038, 0.05849187037442325, -1.4583125017446212, 0.45775550681211674, -0.5038441072405027, 0.35704486019782466, -0.9397288716346998, 0.10482922473966874, 1.4554911239785642, 1.2322499510593834, -0.1712200452337056, 0.15456154596807578, 0.44149872391632594, -0.20164361297307068, 0.7402442239314987]"
Ses05M_impro06_F008,-0.5,0.0,-0.25,sad,": Wow, Ryan I know that you are hurting right now but I don't think you always feel like that.","[1.093470001555769, 0.8358545806844542, -0.025198270680250826, -2.4386749915142465, 0.22014622421240956, -0.6198585811282925, -2.3862008643581314, -1.2467460444707326, -0.7798154110911683, 0.04191517610465526]","[-1.8665603417417125, 0.11897581760847106, -0.7496011827295729, 0.23386824035003823, 0.5172980500373455, -0.7845422435138566, 2.2748449915103084, -0.3973821972330092, 1.229440735917666, -0.6752735422886681, -0.5733762410361108, 1.0140890927048625, -0.30575831933622166, -0.7530688363847227, 0.744004983377316, -2.5710035130854236, -1.0059240374056437, 2.4676066717345564, 0.13865143499794036, -1.5607770919169817, -0.8211140928090985, 1.3870729378495255, 0.06788194307311128, 0.3574461589624716, 1.1581642220519057, -1.2160024417002553, -0.7992177011865316, 0.7861464034219203, 0.6643831618179418, 0.8118027946376357, 0.2309880854407566, -1.501720790016074, -0.3031589074014883, -0.48833709054510127, -0.26911002036427506, 0.2222065349894354, 0.15735790120658205, 1.2871430493765446, -0.20116862041113842, -0.5325846482660118, -0.5387222922074891, 0.15909858914935654, 0.21039606458100427, -1.1471292021619521, -1.1000150299566067, -2.0637840987353075, 0.02772585029717552, 0.13547501897984207, -0.00816094483644379, 0.5716772619661272, 0.3466946281972074, -1.6614197497818104, -0.2216173101856762, -0.5209444589278797, 0.2443859161814394, -0.02430033593862335, -0.9064486779437464, 0.36680516851633027, -0.6349122008405037, 0.7693209578676253, -0.46933027421232615, -2.493594918764082, 0.42682356375042835, -1.0215382196387537, -0.25176227230189924, 0.6815287058123752, -0.3740457307562308, 0.16048176435889674, -0.7635741006783231, 0.18469326468492592, -0.16274263827645624, -0.30495722768067834, -1.9572543433317737, -1.238432958497752, -1.362659030106098, -1.0538363143807188, 0.472789207113251, 1.4356310994972645, 0.3218225192063399, -1.463764727102802, 0.29011772624648086, -0.35047685520288424, 1.1101138224333498, 1.6750114532391343, -0.45308035485132153, 0.052058149437127235, -0.5202908647353348, 0.23377150659838522, 1.4564340685227615, -0.21025672149568375, 0.74147628683604, 1.1702185450611666, -0.6891815939583921, 0.5964776553329191, 0.6591753111157946, 1.2161783762931784, 0.23892907704997338, 0.0424457159425412, 0.6717240252766968, 0.1743240491828607]"
Ses02M_impro03_F011,1.0,0.75,0.5,happy,": Oh, You did not.","[-0.18844251477877946, -0.48680618017029587, -0.49005791007569294, -0.6012304838951149, -0.03739628236782621, 0.599690204562777, 0.08239264839573689, 1.3463076479955178, 0.4263198898305331, -0.6963761188663365]","[0.8113359781773508, 0.21447492345381164, 0.556909489636006, -0.54520732646565, -0.049155632542307544, 1.3489924734089573, -0.333704496725034, -0.6921104318046607, 1.7130009303161513, -0.7356437577693933, 0.19040414879922424, -0.4573947643907332, 0.31632979453583426, 1.287776415301791, -0.4681025056235071, 0.5450050607716896, 0.6143245523077292, 1.2410519501767028, 0.9900056304088369, 0.17202962270195524, -1.0717662425758594, 1.1737153419235995, 0.11879156023429993, -0.971087725782025, 0.3028075501054011, -0.22938203371297106, -0.10136010858435864, 0.7903014346972588, -0.19430860690093332, -0.5392559351208291, 0.7231249353031995, 0.05408453399959019, 2.070917590139167, 0.2429593124389301, -0.6029941399969541, 0.9980853870062272, -0.6961393844806134, 1.9642214377236353, -0.12744314379502567, 2.9488731679883284, 2.273972401168125, 0.7003701430863878, -0.5470132781639749, 2.6498366107101075, 0.9341193913696092, 0.5514101418101224, -0.795433393136824, 0.9599649041986652, -0.9110459387000801, 0.18778513163913846, -0.5905994900528992, 1.0901244557784275, 0.5839103625705514, -0.2273825890657125, 1.2497936041914843, 1.2902194903241937, 1.1396613490158445, -0.037342492047871316, -0.9947279596452145, -0.21923002470708344, 0.24947612915710224, -2.06890016565483, -1.4072889832818933, 0.7807291449070096, 0.6965360462029111, 0.27895588533765897, 0.4100844449689524, 0.765622922582285, -1.086656523194096, 0.7593289438822258, -0.749237060079311, 1.3619747523607655, -1.3379812741814194, 0.6831505862032079, -0.9268662073054348, -0.39800680235731467, 0.7833628305018753, 0.14028275266728538, -1.224265706741239, -0.09491993084117663, -2.397138938907733, 0.9288164828998672, 0.06742624051251621, 1.1914715276011674, -0.24531647764630815, -0.6853606976114928, 0.9082238728056734, 1.696440334616851, 0.26406657892606245, 1.3194704060342821, 0.7494254139217544, -1.171215438033656, 1.5645793421436307, 0.9789766513800946, 1.4633125286777418, -0.7723838289757826, 0.7017714234585269, 1.433082658808397, 0.3966364219400964, 1.2501530113857386]"
